プラント	指図タイプ	MRP管理者	指図番号	作業/活動番号	確認番号	テキスト（短）	作業区	管理キー	品目コード	品目テキスト	予定数	工程実績	工数実績	計画終了日	WBS要素	受注伝票番号	受注明細番号
P100	ZPS2	CC1	40163882	1010	0015294517	自部署手直し（ケース）	A0380	NN	J00A3679702	ｹｰｽ金具構成表(ACSW裏面)	1			20250710	I-0326876-10-01-08-01	 	 
P100	ZPS2	CC1	40163882	1020	0015294518	他部署手直し（ケース）	A0385	NN	J00A3679702	ｹｰｽ金具構成表(ACSW裏面)	1			20250710	I-0326876-10-01-08-01	 	 
P100	ZPS2	CC1	40163882	1030	0015294519	自部署手直し機械時間（ケース）NCT	A0390	NN	J00A3679702	ｹｰｽ金具構成表(ACSW裏面)	1			20250710	I-0326876-10-01-08-01	 	 
P100	ZPS2	CC1	40163882	1040	0015294520	自部署手直し機械時間（ケース）洗浄乾燥	A0391	NN	J00A3679702	ｹｰｽ金具構成表(ACSW裏面)	1			20250710	I-0326876-10-01-08-01	 	 
P100	ZPS2	CC1	40163882	1050	0015294521	自部署手直し機械時間（ケース）焼付乾燥	A0392	NN	J00A3679702	ｹｰｽ金具構成表(ACSW裏面)	1			20250710	I-0326876-10-01-08-01	 	 
P100	ZPS2	CC1	40163882	1060	0015294522	他部署手直し機械時間（ケース）NCT	A0395	NN	J00A3679702	ｹｰｽ金具構成表(ACSW裏面)	1			20250710	I-0326876-10-01-08-01	 	 
P100	ZPS2	CC1	40163882	1070	0015294523	他部署手直し機械時間（ケース）洗浄乾燥	A0396	NN	J00A3679702	ｹｰｽ金具構成表(ACSW裏面)	1			20250710	I-0326876-10-01-08-01	 	 
P100	ZPS2	CC1	40163882	1080	0015294524	他部署手直し機械時間（ケース）焼付乾燥	A0397	NN	J00A3679702	ｹｰｽ金具構成表(ACSW裏面)	1			20250710	I-0326876-10-01-08-01	 	 
P100	ZPS2	CE1	40163884	0010	0015294534	ヒートシンク（加工）	A0510	MNN	E00B0115400	ﾌｨﾝｶｺｳｽﾞ　TK0799	3	3	16	20250710	I-0326876-10-01-08-03	 	 
P100	ZPS2	CE1	40163884	0015	0015536524	NEXUS 材料加工		NG	E00B0115400	ﾌｨﾝｶｺｳｽﾞ　TK0799	3			20250710	I-0326876-10-01-08-03	 	 
P100	ZPS2	CE1	40163884	0020	0015294535	ヒートシンク（MC）	A0520	NN	E00B0115400	ﾌｨﾝｶｺｳｽﾞ　TK0799	3	3		20250710	I-0326876-10-01-08-03	 	 
P100	ZPS2	CE1	40163884	1000	0015294542	ヒートシンク（フライス盤）	A0521	NN	E00B0115400	ﾌｨﾝｶｺｳｽﾞ　TK0799	3	3		20250710	I-0326876-10-01-08-03	 	 
P100	ZPS2	CE1	40163884	1010	0015294536	自部署手直し（ヒートシンク）	A0580	NN	E00B0115400	ﾌｨﾝｶｺｳｽﾞ　TK0799	3			20250710	I-0326876-10-01-08-03	 	 
P100	ZPS2	CE1	40163884	1020	0015294537	他部署手直し（ヒートシンク）	A0585	NN	E00B0115400	ﾌｨﾝｶｺｳｽﾞ　TK0799	3			20250710	I-0326876-10-01-08-03	 	 
P100	ZPS2	CE1	40163884	1030	0015294538	自部署手直し機械時間（ヒートシンク）MC	A0590	NN	E00B0115400	ﾌｨﾝｶｺｳｽﾞ　TK0799	3			20250710	I-0326876-10-01-08-03	 	 
P100	ZPS2	CE1	40163884	1040	0015294539	自部署手直し機械時間（ヒートシンク）フラ	A0591	NN	E00B0115400	ﾌｨﾝｶｺｳｽﾞ　TK0799	3			20250710	I-0326876-10-01-08-03	 	 
P100	ZPS2	CE1	40163884	1050	0015294540	他部署手直し機械時間（ヒートシンク）MC	A0595	NN	E00B0115400	ﾌｨﾝｶｺｳｽﾞ　TK0799	3			20250710	I-0326876-10-01-08-03	 	 
P100	ZPS2	CE1	40163884	1060	0015294541	他部署手直し機械時間（ヒートシンク）フラ	A0596	NN	E00B0115400	ﾌｨﾝｶｺｳｽﾞ　TK0799	3			20250710	I-0326876-10-01-08-03	 	 
P100	ZPS2	CF1	40163885	0010	0015294543	入庫	A0410	NN	E00A3785800	ﾌﾞｽﾊﾞｰ構成表(ACSW)	1	1		20250710	I-0326876-10-01-08-04	 	 
P100	ZPS2	CF1	40163885	1000	0015294546	ブスバー（加工）	A0410	MNN	E00A3785800	ﾌﾞｽﾊﾞｰ構成表(ACSW)	1	1	30	20250710	I-0326876-10-01-08-04	 	 
P100	ZPS2	CF1	40163885	1010	0015294544	自部署手直し（ブスバー）	A0480	NN	E00A3785800	ﾌﾞｽﾊﾞｰ構成表(ACSW)	1			20250710	I-0326876-10-01-08-04	 	 
P100	ZPS2	CF1	40163885	1020	0015294545	他部署手直し（ブスバー）	A0485	NN	E00A3785800	ﾌﾞｽﾊﾞｰ構成表(ACSW)	1			20250710	I-0326876-10-01-08-04	 	 
P100	ZPS2	CX9	40163886	0010	0015294547	メイン部品払出	CW010	NN	U00A0287802	＆SRG-50TG INV/CHOP-V1	1	1		20250925	I-0326876-10-01-09	 	 
P100	ZPS2	CX9	40163886	0020	0015294548	部品仕分け	C0931	NN	U00A0287802	＆SRG-50TG INV/CHOP-V1	1			20250925	I-0326876-10-01-09	 	 
P100	ZPS2	CX9	40163886	0030	0015294549	総合組立	C0912	MNN	U00A0287802	＆SRG-50TG INV/CHOP-V1	1			20250925	I-0326876-10-01-09	 	 
P100	ZPS2	CX9	40163886	1000	0015294554	製品検査	C0952	NN	U00A0287802	＆SRG-50TG INV/CHOP-V1	1			20250925	I-0326876-10-01-09	 	 
P100	ZPS2	CX9	40163886	1010	0015294550	組立大型手直(自責)	CZ010	NN	U00A0287802	＆SRG-50TG INV/CHOP-V1	1			20250925	I-0326876-10-01-09	 	 
P100	ZPS2	CX9	40163886	1020	0015294551	組立大型手直(他責)	CZ020	NN	U00A0287802	＆SRG-50TG INV/CHOP-V1	1			20250925	I-0326876-10-01-09	 	 
P100	ZPS2	CX9	40163886	1030	0015294552	検査手直し(自責)	C0970	NN	U00A0287802	＆SRG-50TG INV/CHOP-V1	1			20250925	I-0326876-10-01-09	 	 
P100	ZPS2	CX9	40163886	1040	0015294553	検査手直し(他責)	C0980	NN	U00A0287802	＆SRG-50TG INV/CHOP-V1	1			20250925	I-0326876-10-01-09	 	 
P100	ZPS2	CC1	40163887	0010	0015294564	ケース（板金）	A0310	NN	J00A3627300	ｹｰｽ金具構成表	1	1	344	20250710	I-0326876-10-01-09-01	 	 
P100	ZPS2	CC1	40163887	0020	0015294565	ケース（NCT）	A0340	NN	J00A3627300	ｹｰｽ金具構成表	1	1	19	20250710	I-0326876-10-01-09-01	 	 
P100	ZPS2	CC1	40163887	0030	0015294566	ケース（枠・組立）	A0320	MNN	J00A3627300	ｹｰｽ金具構成表	1	1	15	20250710	I-0326876-10-01-09-01	 	 
P100	ZPS2	CC1	40163887	0040	0015294567	ケース（洗浄乾燥）	A0341	NN	J00A3627300	ｹｰｽ金具構成表	1	1		20250710	I-0326876-10-01-09-01	 	 
P100	ZPS2	CC1	40163887	0050	0015294568	ケース（塗装）	A0330	NN	J00A3627300	ｹｰｽ金具構成表	1	1		20250710	I-0326876-10-01-09-01	 	 
P100	ZPS2	CC1	40163887	1000	0015294577	ケース（焼付乾燥）	A0342	NN	J00A3627300	ｹｰｽ金具構成表	1	1		20250710	I-0326876-10-01-09-01	 	 
P100	ZPS2	CC1	40163887	1010	0015294569	自部署手直し（ケース）	A0380	NN	J00A3627300	ｹｰｽ金具構成表	1			20250710	I-0326876-10-01-09-01	 	 
P100	ZPS2	CC1	40163887	1020	0015294570	他部署手直し（ケース）	A0385	NN	J00A3627300	ｹｰｽ金具構成表	1			20250710	I-0326876-10-01-09-01	 	 
P100	ZPS2	CC1	40163887	1030	0015294571	自部署手直し機械時間（ケース）NCT	A0390	NN	J00A3627300	ｹｰｽ金具構成表	1			20250710	I-0326876-10-01-09-01	 	 
P100	ZPS2	CC1	40163887	1040	0015294572	自部署手直し機械時間（ケース）洗浄乾燥	A0391	NN	J00A3627300	ｹｰｽ金具構成表	1			20250710	I-0326876-10-01-09-01	 	 
P100	ZPS2	CC1	40163887	1050	0015294573	自部署手直し機械時間（ケース）焼付乾燥	A0392	NN	J00A3627300	ｹｰｽ金具構成表	1			20250710	I-0326876-10-01-09-01	 	 
P100	ZPS2	CC1	40163887	1060	0015294574	他部署手直し機械時間（ケース）NCT	A0395	NN	J00A3627300	ｹｰｽ金具構成表	1			20250710	I-0326876-10-01-09-01	 	 
P100	ZPS2	CC1	40163887	1070	0015294575	他部署手直し機械時間（ケース）洗浄乾燥	A0396	NN	J00A3627300	ｹｰｽ金具構成表	1			20250710	I-0326876-10-01-09-01	 	 
P100	ZPS2	CC1	40163887	1080	0015294576	他部署手直し機械時間（ケース）焼付乾燥	A0397	NN	J00A3627300	ｹｰｽ金具構成表	1			20250710	I-0326876-10-01-09-01	 	 
P100	ZPS2	CF1	40163889	0010	0015294589	入庫	A0410	NN	E00A3822000	ﾌﾞｽﾊﾞｰ構成表	1	1		20250710	I-0326876-10-01-09-03	 	 
P100	ZPS2	CF1	40163889	1000	0015294588	ブスバー（加工）	A0410	MNN	E00A3822000	ﾌﾞｽﾊﾞｰ構成表	1	1	172	20250710	I-0326876-10-01-09-03	 	 
P100	ZPS2	CF1	40163889	1010	0015294586	自部署手直し（ブスバー）	A0480	NN	E00A3822000	ﾌﾞｽﾊﾞｰ構成表	1			20250710	I-0326876-10-01-09-03	 	 
P100	ZPS2	CF1	40163889	1020	0015294587	他部署手直し（ブスバー）	A0485	NN	E00A3822000	ﾌﾞｽﾊﾞｰ構成表	1			20250710	I-0326876-10-01-09-03	 	 
P100	ZPS2	CC0	40163902	0010	0015294709	ケース（板金）	A0310	NN	J00A7064400	ｹｰｽ構成表	1	1	480	20250717	G-0317142-10-01-01	 	 
P100	ZPS2	CC0	40163902	0020	0015294710	ケース（NCT）	A0340	NN	J00A7064400	ｹｰｽ構成表	1	1	11	20250717	G-0317142-10-01-01	 	 
P100	ZPS2	CC0	40163902	0030	0015294711	ケース（枠・組立）	A0320	MNN	J00A7064400	ｹｰｽ構成表	1	1	130	20250717	G-0317142-10-01-01	 	 
P100	ZPS2	CC0	40163902	0040	0015294712	ケース（洗浄乾燥）	A0341	NN	J00A7064400	ｹｰｽ構成表	1	1	22	20250717	G-0317142-10-01-01	 	 
P100	ZPS2	CC0	40163902	0050	0015294713	ケース（塗装）	A0330	NN	J00A7064400	ｹｰｽ構成表	1	1	130	20250717	G-0317142-10-01-01	 	 
P100	ZPS2	CC0	40163902	1000	0015294722	ケース（焼付乾燥）	A0342	NN	J00A7064400	ｹｰｽ構成表	1	1	40	20250717	G-0317142-10-01-01	 	 
P100	ZPS2	CC0	40163902	1010	0015294714	自部署手直し（ケース）	A0380	NN	J00A7064400	ｹｰｽ構成表	1			20250717	G-0317142-10-01-01	 	 
P100	ZPS2	CC0	40163902	1020	0015294715	他部署手直し（ケース）	A0385	NN	J00A7064400	ｹｰｽ構成表	1			20250717	G-0317142-10-01-01	 	 
P100	ZPS2	CC0	40163902	1030	0015294716	自部署手直し機械時間（ケース）NCT	A0390	NN	J00A7064400	ｹｰｽ構成表	1			20250717	G-0317142-10-01-01	 	 
P100	ZPS2	CC0	40163902	1040	0015294717	自部署手直し機械時間（ケース）洗浄乾燥	A0391	NN	J00A7064400	ｹｰｽ構成表	1			20250717	G-0317142-10-01-01	 	 
P100	ZPS2	CC0	40163902	1050	0015294718	自部署手直し機械時間（ケース）焼付乾燥	A0392	NN	J00A7064400	ｹｰｽ構成表	1			20250717	G-0317142-10-01-01	 	 
P100	ZPS2	CC0	40163902	1060	0015294719	他部署手直し機械時間（ケース）NCT	A0395	NN	J00A7064400	ｹｰｽ構成表	1			20250717	G-0317142-10-01-01	 	 
P100	ZPS2	CC0	40163902	1070	0015294720	他部署手直し機械時間（ケース）洗浄乾燥	A0396	NN	J00A7064400	ｹｰｽ構成表	1			20250717	G-0317142-10-01-01	 	 
P100	ZPS2	CC0	40163902	1080	0015294721	他部署手直し機械時間（ケース）焼付乾燥	A0397	NN	J00A7064400	ｹｰｽ構成表	1			20250717	G-0317142-10-01-01	 	 
P100	ZPS2	CE1	40163912	0010	0015294810	ヒートシンク（加工）	A0510	MNN	E00B0115400	ﾌｨﾝｶｺｳｽﾞ　TK0799	3	3	16	20250710	I-0326877-10-01-08-03	 	 
P100	ZPS2	CE1	40163912	0015	0015536525	NEXUS 材料加工		NG	E00B0115400	ﾌｨﾝｶｺｳｽﾞ　TK0799	3			20250710	I-0326877-10-01-08-03	 	 
P100	ZPS2	CE1	40163912	0020	0015294811	ヒートシンク（MC）	A0520	NN	E00B0115400	ﾌｨﾝｶｺｳｽﾞ　TK0799	3	3		20250710	I-0326877-10-01-08-03	 	 
P100	ZPS2	CE1	40163912	1000	0015294818	ヒートシンク（フライス盤）	A0521	NN	E00B0115400	ﾌｨﾝｶｺｳｽﾞ　TK0799	3	3		20250710	I-0326877-10-01-08-03	 	 
P100	ZPS2	CE1	40163912	1010	0015294812	自部署手直し（ヒートシンク）	A0580	NN	E00B0115400	ﾌｨﾝｶｺｳｽﾞ　TK0799	3			20250710	I-0326877-10-01-08-03	 	 
P100	ZPS2	CE1	40163912	1020	0015294813	他部署手直し（ヒートシンク）	A0585	NN	E00B0115400	ﾌｨﾝｶｺｳｽﾞ　TK0799	3			20250710	I-0326877-10-01-08-03	 	 
P100	ZPS2	CE1	40163912	1030	0015294814	自部署手直し機械時間（ヒートシンク）MC	A0590	NN	E00B0115400	ﾌｨﾝｶｺｳｽﾞ　TK0799	3			20250710	I-0326877-10-01-08-03	 	 
P100	ZPS2	CE1	40163912	1040	0015294815	自部署手直し機械時間（ヒートシンク）フラ	A0591	NN	E00B0115400	ﾌｨﾝｶｺｳｽﾞ　TK0799	3			20250710	I-0326877-10-01-08-03	 	 
P100	ZPS2	CE1	40163912	1050	0015294816	他部署手直し機械時間（ヒートシンク）MC	A0595	NN	E00B0115400	ﾌｨﾝｶｺｳｽﾞ　TK0799	3			20250710	I-0326877-10-01-08-03	 	 
P100	ZPS2	CE1	40163912	1060	0015294817	他部署手直し機械時間（ヒートシンク）フラ	A0596	NN	E00B0115400	ﾌｨﾝｶｺｳｽﾞ　TK0799	3			20250710	I-0326877-10-01-08-03	 	 
P100	ZPS2	CF1	40163913	0010	0015294819	入庫	A0410	NN	E00A3785800	ﾌﾞｽﾊﾞｰ構成表(ACSW)	1	1		20250710	I-0326877-10-01-08-04	 	 
P100	ZPS2	CF1	40163913	1000	0015294822	ブスバー（加工）	A0410	MNN	E00A3785800	ﾌﾞｽﾊﾞｰ構成表(ACSW)	1	1	103	20250710	I-0326877-10-01-08-04	 	 
P100	ZPS2	CF1	40163913	1010	0015294820	自部署手直し（ブスバー）	A0480	NN	E00A3785800	ﾌﾞｽﾊﾞｰ構成表(ACSW)	1			20250710	I-0326877-10-01-08-04	 	 
P100	ZPS2	CF1	40163913	1020	0015294821	他部署手直し（ブスバー）	A0485	NN	E00A3785800	ﾌﾞｽﾊﾞｰ構成表(ACSW)	1			20250710	I-0326877-10-01-08-04	 	 
P100	ZPS2	CF1	40163917	0010	0015294856	入庫	A0410	NN	E00A3822000	ﾌﾞｽﾊﾞｰ構成表	1	1		20250710	I-0326877-10-01-09-03	 	 
P100	ZPS2	CF1	40163917	1000	0015294855	ブスバー（加工）	A0410	MNN	E00A3822000	ﾌﾞｽﾊﾞｰ構成表	1	1	95	20250710	I-0326877-10-01-09-03	 	 
P100	ZPS2	CF1	40163917	1010	0015294853	自部署手直し（ブスバー）	A0480	NN	E00A3822000	ﾌﾞｽﾊﾞｰ構成表	1			20250710	I-0326877-10-01-09-03	 	 
P100	ZPS2	CF1	40163917	1020	0015294854	他部署手直し（ブスバー）	A0485	NN	E00A3822000	ﾌﾞｽﾊﾞｰ構成表	1			20250710	I-0326877-10-01-09-03	 	 
P100	ZPS2	CX9	40163923	0010	0015294922	メイン部品払出	CW010	NN	U00A0288105	＆SRG50TG ACSW460V ﾘﾒﾝｶﾞﾀ	1	1		20250910	I-0326878-10-01-08	 	 
P100	ZPS2	CX9	40163923	0020	0015294923	部品仕分け	C0931	NN	U00A0288105	＆SRG50TG ACSW460V ﾘﾒﾝｶﾞﾀ	1	1		20250910	I-0326878-10-01-08	 	 
P100	ZPS2	CX9	40163923	0030	0015294924	総合組立	C0912	MNN	U00A0288105	＆SRG50TG ACSW460V ﾘﾒﾝｶﾞﾀ	1			20250910	I-0326878-10-01-08	 	 
P100	ZPS2	CX9	40163923	0035	0015796889	ユニット組立		NG	U00A0288105	＆SRG50TG ACSW460V ﾘﾒﾝｶﾞﾀ	1			20250910	I-0326878-10-01-08	 	 
P100	ZPS2	CX9	40163923	1000	0015294929	製品検査	C0952	NN	U00A0288105	＆SRG50TG ACSW460V ﾘﾒﾝｶﾞﾀ	1			20250910	I-0326878-10-01-08	 	 
P100	ZPS2	CX9	40163923	1010	0015294925	組立大型手直(自責)	CZ010	NN	U00A0288105	＆SRG50TG ACSW460V ﾘﾒﾝｶﾞﾀ	1			20250910	I-0326878-10-01-08	 	 
P100	ZPS2	CX9	40163923	1020	0015294926	組立大型手直(他責)	CZ020	NN	U00A0288105	＆SRG50TG ACSW460V ﾘﾒﾝｶﾞﾀ	1			20250910	I-0326878-10-01-08	 	 
P100	ZPS2	CX9	40163923	1030	0015294927	検査手直し(自責)	C0970	NN	U00A0288105	＆SRG50TG ACSW460V ﾘﾒﾝｶﾞﾀ	1			20250910	I-0326878-10-01-08	 	 
P100	ZPS2	CX9	40163923	1040	0015294928	検査手直し(他責)	C0980	NN	U00A0288105	＆SRG50TG ACSW460V ﾘﾒﾝｶﾞﾀ	1			20250910	I-0326878-10-01-08	 	 
P100	ZPS2	CC1	40163924	0010	0015294930	ケース（板金）	A0310	NN	J00A3679702	ｹｰｽ金具構成表(ACSW裏面)	1	1	155	20250710	I-0326878-10-01-08-01	 	 
P100	ZPS2	CC1	40163924	0020	0015294931	ケース（NCT）	A0340	NN	J00A3679702	ｹｰｽ金具構成表(ACSW裏面)	1	1	6	20250710	I-0326878-10-01-08-01	 	 
P100	ZPS2	CC1	40163924	0030	0015294932	ケース（枠・組立）	A0320	MNN	J00A3679702	ｹｰｽ金具構成表(ACSW裏面)	1	1		20250710	I-0326878-10-01-08-01	 	 
P100	ZPS2	CC1	40163924	0040	0015294933	ケース（洗浄乾燥）	A0341	NN	J00A3679702	ｹｰｽ金具構成表(ACSW裏面)	1	1		20250710	I-0326878-10-01-08-01	 	 
P100	ZPS2	CC1	40163924	0050	0015294934	ケース（塗装）	A0330	NN	J00A3679702	ｹｰｽ金具構成表(ACSW裏面)	1	1		20250710	I-0326878-10-01-08-01	 	 
P100	ZPS2	CC1	40163924	1000	0015294943	ケース（焼付乾燥）	A0342	NN	J00A3679702	ｹｰｽ金具構成表(ACSW裏面)	1	1		20250710	I-0326878-10-01-08-01	 	 
P100	ZPS2	CC1	40163924	1010	0015294935	自部署手直し（ケース）	A0380	NN	J00A3679702	ｹｰｽ金具構成表(ACSW裏面)	1			20250710	I-0326878-10-01-08-01	 	 
P100	ZPS2	CC1	40163924	1020	0015294936	他部署手直し（ケース）	A0385	NN	J00A3679702	ｹｰｽ金具構成表(ACSW裏面)	1			20250710	I-0326878-10-01-08-01	 	 
P100	ZPS2	CC1	40163924	1030	0015294937	自部署手直し機械時間（ケース）NCT	A0390	NN	J00A3679702	ｹｰｽ金具構成表(ACSW裏面)	1			20250710	I-0326878-10-01-08-01	 	 
P100	ZPS2	CC1	40163924	1040	0015294938	自部署手直し機械時間（ケース）洗浄乾燥	A0391	NN	J00A3679702	ｹｰｽ金具構成表(ACSW裏面)	1			20250710	I-0326878-10-01-08-01	 	 
P100	ZPS2	CC1	40163924	1050	0015294939	自部署手直し機械時間（ケース）焼付乾燥	A0392	NN	J00A3679702	ｹｰｽ金具構成表(ACSW裏面)	1			20250710	I-0326878-10-01-08-01	 	 
P100	ZPS2	CC1	40163924	1060	0015294940	他部署手直し機械時間（ケース）NCT	A0395	NN	J00A3679702	ｹｰｽ金具構成表(ACSW裏面)	1			20250710	I-0326878-10-01-08-01	 	 
P100	ZPS2	CC1	40163924	1070	0015294941	他部署手直し機械時間（ケース）洗浄乾燥	A0396	NN	J00A3679702	ｹｰｽ金具構成表(ACSW裏面)	1			20250710	I-0326878-10-01-08-01	 	 
P100	ZPS2	CC1	40163924	1080	0015294942	他部署手直し機械時間（ケース）焼付乾燥	A0397	NN	J00A3679702	ｹｰｽ金具構成表(ACSW裏面)	1			20250710	I-0326878-10-01-08-01	 	 
P100	ZPS2	CE1	40163926	0010	0015294952	ヒートシンク（加工）	A0510	MNN	E00B0115400	ﾌｨﾝｶｺｳｽﾞ　TK0799	3	3	16	20250710	I-0326878-10-01-08-03	 	 
P100	ZPS2	CE1	40163926	0015	0015536526	NEXUS 材料加工		NG	E00B0115400	ﾌｨﾝｶｺｳｽﾞ　TK0799	3			20250710	I-0326878-10-01-08-03	 	 
P100	ZPS2	CE1	40163926	0020	0015294953	ヒートシンク（MC）	A0520	NN	E00B0115400	ﾌｨﾝｶｺｳｽﾞ　TK0799	3	3		20250710	I-0326878-10-01-08-03	 	 
P100	ZPS2	CE1	40163926	1000	0015294960	ヒートシンク（フライス盤）	A0521	NN	E00B0115400	ﾌｨﾝｶｺｳｽﾞ　TK0799	3	3		20250710	I-0326878-10-01-08-03	 	 
P100	ZPS2	CE1	40163926	1010	0015294954	自部署手直し（ヒートシンク）	A0580	NN	E00B0115400	ﾌｨﾝｶｺｳｽﾞ　TK0799	3			20250710	I-0326878-10-01-08-03	 	 
P100	ZPS2	CE1	40163926	1020	0015294955	他部署手直し（ヒートシンク）	A0585	NN	E00B0115400	ﾌｨﾝｶｺｳｽﾞ　TK0799	3			20250710	I-0326878-10-01-08-03	 	 
P100	ZPS2	CE1	40163926	1030	0015294956	自部署手直し機械時間（ヒートシンク）MC	A0590	NN	E00B0115400	ﾌｨﾝｶｺｳｽﾞ　TK0799	3			20250710	I-0326878-10-01-08-03	 	 
P100	ZPS2	CE1	40163926	1040	0015294957	自部署手直し機械時間（ヒートシンク）フラ	A0591	NN	E00B0115400	ﾌｨﾝｶｺｳｽﾞ　TK0799	3			20250710	I-0326878-10-01-08-03	 	 
P100	ZPS2	CE1	40163926	1050	0015294958	他部署手直し機械時間（ヒートシンク）MC	A0595	NN	E00B0115400	ﾌｨﾝｶｺｳｽﾞ　TK0799	3			20250710	I-0326878-10-01-08-03	 	 
P100	ZPS2	CE1	40163926	1060	0015294959	他部署手直し機械時間（ヒートシンク）フラ	A0596	NN	E00B0115400	ﾌｨﾝｶｺｳｽﾞ　TK0799	3			20250710	I-0326878-10-01-08-03	 	 
P100	ZPS2	CF1	40163927	0010	0015294964	入庫	A0410	NN	E00A3785800	ﾌﾞｽﾊﾞｰ構成表(ACSW)	1	1		20250710	I-0326878-10-01-08-04	 	 
P100	ZPS2	CF1	40163927	1000	0015294967	ブスバー（加工）	A0410	MNN	E00A3785800	ﾌﾞｽﾊﾞｰ構成表(ACSW)	1	1	25	20250710	I-0326878-10-01-08-04	 	 
P100	ZPS2	CF1	40163927	1010	0015294965	自部署手直し（ブスバー）	A0480	NN	E00A3785800	ﾌﾞｽﾊﾞｰ構成表(ACSW)	1			20250710	I-0326878-10-01-08-04	 	 
P100	ZPS2	CF1	40163927	1020	0015294966	他部署手直し（ブスバー）	A0485	NN	E00A3785800	ﾌﾞｽﾊﾞｰ構成表(ACSW)	1			20250710	I-0326878-10-01-08-04	 	 
P100	ZPS2	CX9	40163928	0010	0015294968	メイン部品払出	CW010	NN	U00A0287902	＆SRG-30TG INV/CHOP-V1	1	1		20250910	I-0326878-10-01-09	 	 
P100	ZPS2	CX9	40163928	0020	0015294969	部品仕分け	C0931	NN	U00A0287902	＆SRG-30TG INV/CHOP-V1	1	1		20250910	I-0326878-10-01-09	 	 
P100	ZPS2	CX9	40163928	0030	0015294970	総合組立	C0912	MNN	U00A0287902	＆SRG-30TG INV/CHOP-V1	1			20250910	I-0326878-10-01-09	 	 
P100	ZPS2	CX9	40163928	0035	0015796888	ユニット組立		NG	U00A0287902	＆SRG-30TG INV/CHOP-V1	1			20250910	I-0326878-10-01-09	 	 
P100	ZPS2	CX9	40163928	1000	0015294975	製品検査	C0952	NN	U00A0287902	＆SRG-30TG INV/CHOP-V1	1			20250910	I-0326878-10-01-09	 	 
P100	ZPS2	CX9	40163928	1010	0015294971	組立大型手直(自責)	CZ010	NN	U00A0287902	＆SRG-30TG INV/CHOP-V1	1			20250910	I-0326878-10-01-09	 	 
P100	ZPS2	CX9	40163928	1020	0015294972	組立大型手直(他責)	CZ020	NN	U00A0287902	＆SRG-30TG INV/CHOP-V1	1			20250910	I-0326878-10-01-09	 	 
P100	ZPS2	CX9	40163928	1030	0015294973	検査手直し(自責)	C0970	NN	U00A0287902	＆SRG-30TG INV/CHOP-V1	1			20250910	I-0326878-10-01-09	 	 
P100	ZPS2	CX9	40163928	1040	0015294974	検査手直し(他責)	C0980	NN	U00A0287902	＆SRG-30TG INV/CHOP-V1	1			20250910	I-0326878-10-01-09	 	 
P100	ZPS2	CC1	40163929	0010	0015294976	ケース（板金）	A0310	NN	J00A3591301	ｹｰｽ金具構成表	1	1	185	20250710	I-0326878-10-01-09-01	 	 
P100	ZPS2	CC1	40163929	0020	0015294977	ケース（NCT）	A0340	NN	J00A3591301	ｹｰｽ金具構成表	1	1	4	20250710	I-0326878-10-01-09-01	 	 
P100	ZPS2	CC1	40163929	0030	0015294978	ケース（枠・組立）	A0320	MNN	J00A3591301	ｹｰｽ金具構成表	1	1	10	20250710	I-0326878-10-01-09-01	 	 
P100	ZPS2	CC1	40163929	0040	0015294979	ケース（洗浄乾燥）	A0341	NN	J00A3591301	ｹｰｽ金具構成表	1	1		20250710	I-0326878-10-01-09-01	 	 
P100	ZPS2	CC1	40163929	0050	0015294980	ケース（塗装）	A0330	NN	J00A3591301	ｹｰｽ金具構成表	1	1		20250710	I-0326878-10-01-09-01	 	 
P100	ZPS2	CC1	40163929	1000	0015294989	ケース（焼付乾燥）	A0342	NN	J00A3591301	ｹｰｽ金具構成表	1	1		20250710	I-0326878-10-01-09-01	 	 
P100	ZPS2	CC1	40163929	1010	0015294981	自部署手直し（ケース）	A0380	NN	J00A3591301	ｹｰｽ金具構成表	1			20250710	I-0326878-10-01-09-01	 	 
P100	ZPS2	CC1	40163929	1020	0015294982	他部署手直し（ケース）	A0385	NN	J00A3591301	ｹｰｽ金具構成表	1			20250710	I-0326878-10-01-09-01	 	 
P100	ZPS2	CC1	40163929	1030	0015294983	自部署手直し機械時間（ケース）NCT	A0390	NN	J00A3591301	ｹｰｽ金具構成表	1			20250710	I-0326878-10-01-09-01	 	 
P100	ZPS2	CC1	40163929	1040	0015294984	自部署手直し機械時間（ケース）洗浄乾燥	A0391	NN	J00A3591301	ｹｰｽ金具構成表	1			20250710	I-0326878-10-01-09-01	 	 
P100	ZPS2	CC1	40163929	1050	0015294985	自部署手直し機械時間（ケース）焼付乾燥	A0392	NN	J00A3591301	ｹｰｽ金具構成表	1			20250710	I-0326878-10-01-09-01	 	 
P100	ZPS2	CC1	40163929	1060	0015294986	他部署手直し機械時間（ケース）NCT	A0395	NN	J00A3591301	ｹｰｽ金具構成表	1			20250710	I-0326878-10-01-09-01	 	 
P100	ZPS2	CC1	40163929	1070	0015294987	他部署手直し機械時間（ケース）洗浄乾燥	A0396	NN	J00A3591301	ｹｰｽ金具構成表	1			20250710	I-0326878-10-01-09-01	 	 
P100	ZPS2	CC1	40163929	1080	0015294988	他部署手直し機械時間（ケース）焼付乾燥	A0397	NN	J00A3591301	ｹｰｽ金具構成表	1			20250710	I-0326878-10-01-09-01	 	 
